gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,occyp_type,family_size,begin_month,credit,credit_card_count,before_EMPLOYED_year,Age,DAYS_BIRTH_month,EMPLOYED,begin_year,cluster
F,Y,Y,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,13811,3380,Laborers,3.0,23.0,1.0,6,28,37,4.0,9,1.0,2
F,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,20182,7514,Accountants,2.0,43.0,1.0,2,34,55,0.0,20,3.0,3
F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,18474,3021,Cleaning staff,2.0,28.0,2.0,2,42,50,3.0,8,2.0,1
M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,14192,626,Drivers,4.0,47.0,2.0,9,37,38,5.0,1,3.0,2
M,N,N,0,180000.0,Working,Higher education,Married,House / apartment,14972,1063,Core staff,2.0,43.0,1.0,2,38,41,7.0,2,3.0,2
M,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,12627,2267,High skill tech staff,3.0,11.0,1.0,2,28,34,0.0,6,0.0,0
F,Y,N,1,90000.0,Working,Incomplete higher,Married,Rented apartment,12383,3480,Laborers,3.0,6.0,1.0,3,24,33,4.0,9,0.0,0
F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,19777,6835,Core staff,1.0,22.0,2.0,3,35,54,11.0,18,1.0,3
F,Y,Y,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10302,734,Core staff,2.0,32.0,2.0,12,26,28,7.0,2,2.0,0
F,N,Y,1,180000.0,State servant,Higher education,Married,House / apartment,10969,3485,High skill tech staff,3.0,5.0,1.0,5,20,30,5.0,9,0.0,0
F,N,Y,2,360000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,13576,3560,Sales staff,3.0,25.0,2.0,5,27,37,8.0,9,2.0,0
F,N,Y,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,15256,3291,Laborers,1.0,18.0,1.0,12,32,41,4.0,9,1.0,2
F,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,14512,4596,Laborers,3.0,46.0,2.0,4,27,39,3.0,12,3.0,3
F,N,Y,1,180000.0,Working,Higher education,Civil marriage,House / apartment,13767,1882,Sales staff,3.0,41.0,1.0,8,32,37,2.0,5,3.0,2
F,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,13361,6586,Core staff,4.0,18.0,2.0,5,18,36,1.0,18,1.0,3
F,N,Y,0,238500.0,Working,Higher education,Married,House / apartment,20517,2971,Sales staff,2.0,12.0,2.0,2,48,56,11.0,8,1.0,1
F,N,Y,0,630000.0,Working,Higher education,Separated,House / apartment,22001,1539,Accountants,1.0,41.0,2.0,9,56,60,1.0,4,3.0,1
F,N,Y,0,405000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,13362,1963,Sales staff,1.0,25.0,2.0,1,31,36,1.0,5,2.0,2
M,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,12725,1631,Core staff,4.0,42.0,1.0,6,30,34,4.0,4,3.0,0
F,Y,N,0,112500.0,Working,Higher education,Married,With parents,10475,1792,Core staff,2.0,11.0,2.0,13,23,28,1.0,4,0.0,0
M,Y,Y,0,184500.0,State servant,Higher education,Married,House / apartment,13916,169,Managers,2.0,60.0,2.0,6,37,38,7.0,0,5.0,2
M,N,Y,1,90000.0,Commercial associate,Secondary / secondary special,Married,With parents,8316,149,Laborers,3.0,20.0,1.0,2,22,22,1.0,0,1.0,0
F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,14083,7049,Core staff,2.0,0.0,1.0,1,19,38,1.0,19,0.0,3
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,22408,2685,Cooking staff,2.0,44.0,1.0,1,54,61,2.0,7,3.0,1
M,Y,Y,0,252000.0,Commercial associate,Higher education,Married,House / apartment,13796,2682,Drivers,2.0,33.0,2.0,7,30,37,3.0,7,2.0,2
F,N,Y,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,16917,4081,Laborers,1.0,3.0,1.0,2,35,46,11.0,11,0.0,2
F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,12922,923,Core staff,1.0,53.0,2.0,3,32,35,10.0,2,4.0,2
F,N,N,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,12541,4549,Laborers,4.0,16.0,2.0,6,21,34,10.0,12,1.0,0
F,N,N,0,157500.0,State servant,Higher education,Married,House / apartment,11588,801,Core staff,2.0,23.0,2.0,9,29,31,2.0,2,1.0,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,10328,1156,Laborers,2.0,20.0,1.0,7,25,28,8.0,3,1.0,0
F,N,N,0,135000.0,State servant,Higher education,Separated,With parents,19514,1991,IT staff,1.0,42.0,2.0,3,48,53,2.0,5,3.0,1
M,Y,N,0,247500.0,Working,Incomplete higher,Separated,House / apartment,10370,1550,Managers,1.0,9.0,2.0,6,24,28,9.0,4,0.0,0
F,N,N,0,270000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,9184,840,Sales staff,2.0,25.0,2.0,7,22,25,6.0,2,2.0,0
M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,8440,1206,Sales staff,2.0,3.0,1.0,4,19,23,5.0,3,0.0,0
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,11768,2086,Laborers,2.0,54.0,2.0,2,26,32,8.0,5,4.0,0
M,Y,N,2,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15476,2879,Laborers,4.0,48.0,2.0,4,34,42,11.0,7,4.0,2
M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14070,1565,Laborers,2.0,17.0,1.0,3,34,38,1.0,4,1.0,2
F,Y,Y,0,256500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,18554,703,Core staff,1.0,21.0,1.0,1,48,50,6.0,1,1.0,1
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,13052,1009,High skill tech staff,2.0,23.0,2.0,1,32,35,3.0,2,1.0,2
F,N,N,2,382500.0,State servant,Secondary / secondary special,Married,House / apartment,18946,4827,Security staff,4.0,33.0,1.0,1,38,51,7.0,13,2.0,1
M,Y,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,17841,4305,Managers,4.0,25.0,2.0,1,37,48,6.0,11,2.0,2
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,17158,2990,Sales staff,2.0,9.0,1.0,6,38,47,7.0,8,0.0,2
F,N,N,0,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,16306,4904,Laborers,2.0,55.0,2.0,5,31,44,3.0,13,4.0,3
F,Y,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,12883,3627,Managers,2.0,39.0,2.0,3,25,35,9.0,9,3.0,0
M,N,Y,0,229500.0,Working,Secondary / secondary special,Single / not married,House / apartment,16481,1292,Drivers,1.0,19.0,1.0,6,41,45,9.0,3,1.0,2
F,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,17641,889,Core staff,2.0,20.0,2.0,6,45,48,0.0,2,1.0,1
F,N,Y,0,135000.0,State servant,Higher education,Married,House / apartment,18964,8671,Core staff,2.0,20.0,1.0,2,28,51,8.0,23,1.0,3
F,N,N,0,166500.0,Working,Higher education,Married,House / apartment,21466,3992,Core staff,2.0,14.0,2.0,7,47,58,7.0,10,1.0,1
F,Y,Y,0,463500.0,Working,Higher education,Married,House / apartment,20848,4090,Managers,2.0,34.0,1.0,4,45,57,10.0,11,2.0,1
F,N,Y,0,157500.0,State servant,Secondary / secondary special,Widow,House / apartment,22887,2052,Drivers,1.0,7.0,1.0,4,57,62,6.0,5,0.0,1
F,Y,N,2,135000.0,Working,Higher education,Civil marriage,Municipal apartment,11008,1285,Sales staff,4.0,41.0,1.0,6,26,30,6.0,3,3.0,0
M,Y,N,4,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15328,2578,Security staff,6.0,30.0,2.0,3,34,41,6.0,7,2.0,2
M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16184,1003,Drivers,3.0,15.0,2.0,4,41,44,11.0,2,1.0,2
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,18820,3185,Low-skill Laborers,2.0,7.0,1.0,4,42,51,3.0,8,0.0,1
F,Y,N,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,14436,401,Sales staff,1.0,1.0,1.0,4,38,39,1.0,1,0.0,2
F,N,N,0,126000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,13658,6383,Sales staff,2.0,45.0,2.0,4,19,37,11.0,17,3.0,3
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,17701,10773,Medicine staff,2.0,16.0,1.0,4,18,48,2.0,29,1.0,3
F,N,N,1,270000.0,Working,Secondary / secondary special,Separated,House / apartment,16517,991,Core staff,2.0,60.0,2.0,5,42,45,10.0,2,5.0,1
F,N,Y,0,99000.0,State servant,Higher education,Married,House / apartment,18563,8284,Laborers,2.0,39.0,2.0,6,28,50,6.0,22,3.0,3
F,Y,Y,0,432000.0,Commercial associate,Incomplete higher,Married,House / apartment,12719,1218,Managers,2.0,31.0,1.0,1,31,34,3.0,3,2.0,2
M,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,19161,3347,Security staff,2.0,11.0,1.0,4,43,52,2.0,9,0.0,1
F,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,12899,157,Laborers,4.0,37.0,2.0,1,34,35,9.0,0,3.0,2
F,Y,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,17134,1986,Sales staff,2.0,20.0,2.0,1,41,46,7.0,5,1.0,1
F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,11327,101,Core staff,4.0,26.0,2.0,12,30,31,5.0,0,2.0,0
F,Y,Y,4,112500.0,Working,Higher education,Married,House / apartment,13671,1974,Core staff,6.0,12.0,1.0,7,32,37,11.0,5,1.0,2
F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,14461,1589,Laborers,3.0,6.0,1.0,4,35,39,2.0,4,0.0,2
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,9145,1509,Laborers,2.0,34.0,2.0,1,20,25,4.0,4,2.0,0
M,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,19597,765,Drivers,2.0,11.0,2.0,1,51,53,5.0,2,0.0,1
F,N,Y,0,787500.0,State servant,Higher education,Married,House / apartment,17203,1431,Managers,2.0,1.0,1.0,5,43,47,9.0,3,0.0,1
F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,18114,10121,High skill tech staff,2.0,34.0,2.0,9,21,49,3.0,27,2.0,3
F,N,Y,0,81000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17926,399,Cooking staff,2.0,16.0,2.0,3,48,49,9.0,1,1.0,1
F,N,N,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,10456,1953,Medicine staff,2.0,4.0,2.0,8,23,28,0.0,5,0.0,0
M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,10952,3577,Laborers,2.0,44.0,2.0,11,20,30,5.0,9,3.0,0
F,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,With parents,9690,1193,Core staff,1.0,24.0,2.0,6,23,26,11.0,3,2.0,0
M,N,Y,0,234000.0,Working,Secondary / secondary special,Married,Rented apartment,15110,1387,Laborers,2.0,7.0,2.0,1,37,41,11.0,3,0.0,2
F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,10112,3170,Laborers,3.0,48.0,1.0,20,19,27,1.0,8,4.0,0
F,N,Y,0,126000.0,Commercial associate,Higher education,Separated,House / apartment,16236,3000,Managers,1.0,12.0,2.0,4,36,44,1.0,8,1.0,2
M,Y,N,0,306000.0,Working,Higher education,Married,House / apartment,13053,2866,Accountants,2.0,17.0,1.0,2,27,35,3.0,7,1.0,0
M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,14567,7369,Laborers,2.0,24.0,2.0,4,19,39,5.0,20,2.0,3
F,N,Y,0,108000.0,Working,Secondary / secondary special,Separated,House / apartment,16416,1782,Laborers,1.0,55.0,2.0,2,40,44,7.0,4,4.0,2
M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18103,3840,Laborers,2.0,34.0,2.0,9,39,49,3.0,10,2.0,1
F,Y,Y,1,279000.0,Working,Higher education,Civil marriage,House / apartment,16187,3731,Managers,3.0,33.0,2.0,4,34,44,11.0,10,2.0,2
F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,19601,796,High skill tech staff,2.0,27.0,2.0,4,51,53,5.0,2,2.0,1
M,Y,Y,0,405000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,20911,1100,Managers,2.0,25.0,1.0,1,54,57,1.0,3,2.0,1
F,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17297,521,Core staff,3.0,49.0,2.0,1,45,47,0.0,1,4.0,1
M,Y,Y,1,900000.0,Commercial associate,Higher education,Civil marriage,House / apartment,16923,2537,High skill tech staff,3.0,26.0,2.0,5,39,46,0.0,6,2.0,2
M,Y,Y,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,14962,5176,Laborers,3.0,14.0,2.0,6,26,40,6.0,14,1.0,3
F,Y,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,19824,12278,Core staff,2.0,7.0,2.0,1,20,54,0.0,33,0.0,3
F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,19007,7415,Managers,2.0,7.0,1.0,2,31,52,9.0,20,0.0,3
M,Y,N,2,378000.0,Commercial associate,Higher education,Married,House / apartment,10722,1245,Security staff,4.0,22.0,2.0,5,25,29,9.0,3,1.0,0
F,Y,Y,0,360000.0,State servant,Higher education,Separated,House / apartment,19305,1905,Core staff,1.0,23.0,2.0,10,47,52,7.0,5,1.0,1
F,N,Y,0,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,8836,1192,Low-skill Laborers,2.0,7.0,2.0,3,20,24,6.0,3,0.0,0
F,Y,Y,0,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,17211,3076,High skill tech staff,2.0,1.0,1.0,1,38,47,9.0,8,0.0,2
F,N,Y,0,630000.0,State servant,Higher education,Married,House / apartment,21343,4631,Managers,2.0,21.0,2.0,1,45,58,3.0,12,1.0,1
F,N,N,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,14290,1308,Cooking staff,3.0,41.0,2.0,5,35,39,8.0,3,3.0,2
M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,16768,3088,Laborers,4.0,7.0,2.0,24,37,45,6.0,8,0.0,2
M,Y,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,13095,217,Laborers,4.0,51.0,2.0,3,35,35,4.0,0,4.0,2
F,N,Y,1,202500.0,Working,Incomplete higher,Married,House / apartment,10746,1100,Sales staff,3.0,53.0,2.0,2,26,29,10.0,3,4.0,0
M,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,9930,2324,Laborers,4.0,58.0,1.0,10,20,27,7.0,6,4.0,0
F,N,Y,0,247500.0,Commercial associate,Higher education,Single / not married,House / apartment,11632,2686,Cooking staff,1.0,20.0,2.0,1,24,31,3.0,7,1.0,0
F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,9605,672,Cooking staff,2.0,1.0,1.0,1,24,26,8.0,1,0.0,0
F,N,Y,0,112500.0,Commercial associate,Higher education,Civil marriage,House / apartment,9718,200,Core staff,2.0,5.0,1.0,2,26,26,11.0,0,0.0,0
F,N,N,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,20875,3785,High skill tech staff,2.0,44.0,1.0,8,46,57,11.0,10,3.0,1
F,N,Y,0,135000.0,Working,Lower secondary,Civil marriage,House / apartment,15143,991,Laborers,2.0,27.0,2.0,6,38,41,0.0,2,2.0,2
F,N,N,1,157500.0,Working,Higher education,Married,House / apartment,13549,2877,Accountants,3.0,19.0,1.0,9,29,37,7.0,7,1.0,2
F,N,Y,3,180000.0,State servant,Higher education,Married,House / apartment,16000,7401,Core staff,5.0,7.0,2.0,8,23,43,5.0,20,0.0,3
F,Y,Y,0,247500.0,Working,Secondary / secondary special,Single / not married,With parents,11770,285,Sales staff,1.0,58.0,1.0,5,31,32,8.0,0,4.0,0
M,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,With parents,17868,1912,Drivers,3.0,21.0,2.0,11,43,48,7.0,5,1.0,1
F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,With parents,12269,196,Medicine staff,2.0,29.0,1.0,3,33,33,0.0,0,2.0,2
M,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,11888,295,Security staff,2.0,17.0,2.0,6,31,32,0.0,0,1.0,0
M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,11089,1467,Laborers,2.0,6.0,1.0,13,26,30,9.0,4,0.0,0
M,N,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,13639,430,Laborers,4.0,25.0,1.0,6,36,37,10.0,1,2.0,2
M,N,Y,2,148500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,15868,4423,Laborers,4.0,0.0,1.0,2,31,43,0.0,12,0.0,2
F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10796,1958,Sales staff,3.0,26.0,2.0,2,24,29,11.0,5,2.0,0
F,N,Y,0,90000.0,State servant,Higher education,Married,House / apartment,17767,3804,Cooking staff,2.0,18.0,2.0,7,38,48,4.0,10,1.0,1
M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,18625,3153,Laborers,2.0,30.0,1.0,6,42,51,8.0,8,2.0,1
M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,21312,10050,Laborers,4.0,1.0,1.0,2,30,58,2.0,27,0.0,3
F,Y,Y,0,139500.0,Commercial associate,Incomplete higher,Married,House / apartment,15463,2165,High skill tech staff,2.0,33.0,1.0,3,36,42,11.0,5,2.0,2
F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,13689,1172,Sales staff,3.0,29.0,2.0,16,34,37,0.0,3,2.0,2
M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,With parents,14754,2871,Laborers,2.0,34.0,1.0,5,32,40,11.0,7,2.0,2
M,N,N,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,15108,211,Drivers,2.0,19.0,2.0,6,40,41,11.0,0,1.0,2
F,N,Y,0,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17835,3273,Core staff,2.0,11.0,2.0,5,39,48,6.0,8,0.0,1
M,N,N,0,225000.0,Working,Higher education,Married,House / apartment,12019,1556,Sales staff,2.0,18.0,2.0,2,28,32,4.0,4,1.0,0
M,Y,N,1,135000.0,Working,Higher education,Married,House / apartment,12782,1078,Laborers,3.0,18.0,1.0,4,32,35,6.0,2,1.0,2
M,Y,N,0,360000.0,Working,Higher education,Civil marriage,House / apartment,11841,3092,Managers,2.0,55.0,1.0,9,23,32,10.0,8,4.0,0
M,N,Y,0,337500.0,Working,Higher education,Married,House / apartment,13263,5269,Managers,2.0,43.0,2.0,4,21,36,10.0,14,3.0,0
F,Y,Y,1,315000.0,Working,Incomplete higher,Single / not married,House / apartment,11725,2044,Core staff,2.0,1.0,1.0,7,26,32,6.0,5,0.0,0
M,N,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,10312,703,Laborers,2.0,47.0,1.0,7,26,28,7.0,1,3.0,0
F,Y,N,1,67500.0,State servant,Higher education,Married,House / apartment,13876,5370,High skill tech staff,3.0,1.0,1.0,8,23,38,6.0,14,0.0,3
M,Y,N,2,225000.0,State servant,Higher education,Married,With parents,10937,1539,High skill tech staff,4.0,38.0,1.0,11,25,29,4.0,4,3.0,0
F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17927,8553,Laborers,2.0,3.0,1.0,1,25,49,9.0,23,0.0,3
F,Y,Y,1,180000.0,Working,Higher education,Single / not married,House / apartment,14226,3059,Sales staff,2.0,60.0,2.0,3,30,38,6.0,8,5.0,2
F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,20600,198,Laborers,2.0,21.0,2.0,1,55,56,2.0,0,1.0,1
F,N,N,0,135000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,17615,339,Accountants,1.0,37.0,2.0,8,47,48,11.0,0,3.0,1
F,Y,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,20051,7593,Private service staff,2.0,30.0,2.0,3,34,54,8.0,20,2.0,3
M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,10647,1610,Laborers,2.0,30.0,2.0,6,24,29,6.0,4,2.0,0
F,N,N,0,112500.0,Working,Higher education,Single / not married,With parents,11061,157,High skill tech staff,1.0,34.0,2.0,2,29,30,8.0,0,2.0,0
M,N,Y,0,211500.0,Working,Secondary / secondary special,Single / not married,House / apartment,10072,1101,Core staff,1.0,32.0,2.0,7,24,27,11.0,3,2.0,0
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17822,1730,Managers,2.0,7.0,2.0,4,44,48,6.0,4,0.0,1
M,Y,Y,1,193500.0,Working,Secondary / secondary special,Married,House / apartment,10439,2250,Core staff,3.0,41.0,2.0,9,22,28,11.0,6,3.0,0
M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,9970,1315,Drivers,2.0,10.0,1.0,6,23,27,8.0,3,0.0,0
F,N,Y,0,90000.0,Working,Higher education,Single / not married,House / apartment,21532,4630,Laborers,1.0,45.0,2.0,3,46,58,9.0,12,3.0,1
F,N,N,0,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18827,1131,Laborers,2.0,11.0,2.0,1,48,51,3.0,3,0.0,1
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18816,11494,Laborers,2.0,32.0,1.0,1,20,51,3.0,31,2.0,3
M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,12555,1858,Core staff,2.0,31.0,1.0,6,29,34,10.0,5,2.0,0
F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,12988,431,Sales staff,1.0,3.0,1.0,2,34,35,0.0,1,0.0,2
F,N,Y,0,81000.0,State servant,Higher education,Widow,House / apartment,19439,6712,High skill tech staff,1.0,33.0,1.0,5,34,53,11.0,18,2.0,3
